,Unnamed: 0,batch_size,neurons,dropout,filter_size,kernel_size,stride,test_loss,test_accuracy,val_loss,val_accuracy,precision,recall,f1_score
11,11,50,1000,0.2,128,8,6,0.18592007458209991,0.9247315526008606,0.22396881878376007,0.9099538922309875,0.9266223943610404,0.9188432334625128,0.9226581063713908
