,Unnamed: 0,batch_size,neurons,dropout,filter_size,kernel_size,stride,test_loss,test_accuracy,val_loss,val_accuracy,precision,recall,f1_score
90,90,650,250,0.4,128,4,4,0.2342920303344726,0.9013700485229492,0.3721040487289428,0.8439425230026245,0.9220248480352766,0.874225069965829,0.8927085802535487
